OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,Shape__Length
105754,1239,UNKNOWN NAME, ,Concrete, ,2,No,,GOOD,0,,Yes,Halifax Regional Municipality,HRM,ACTIVE,pavers,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a59af4ee-14f9-41c6-bfd4-cbd48d9f215f,9.31884571182202,9.31884571148996
105755,1243,UNKNOWN NAME, ,CRDS, ,2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a07f0e3a-e101-4607-99a6-5d1418a009ef,29.8864214660857,29.8864214673706
105756,1244,UNKNOWN NAME, ,CRDS, ,2.6,No,,MARGINAL,0,,No, ,UN,ACTIVE,lacks surf mat.-sides overgrn/some weeds,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,55c3492c-3541-4e22-af59-673be3d4464d,29.0011422926662,29.0011422920591
105757,1246,UNKNOWN NAME,PRIMARY,Asphalt,No,2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,asphalt on either side of concretculvert,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,995f67e5-c0ff-4105-abc8-2d3956df118d,10.5061615866305,10.506161587877
105758,1326,UNKNOWN NAME,PRIMARY,CRDS,No,2.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,90547127-bab4-4623-aaca-2be723e19e22,13.4409117837183,13.4409117838154
105759,1327,UNKNOWN NAME,SECONDARY,CRDS,No,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,partially overgrown with weeds,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,b05662c4-e39d-4a3f-9b10-d1d205cf6613,38.8315411217225,38.8315411212513
105760,955,UNKNOWN NAME,PRIMARY,Asphalt,No,1.6,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,afaea019-bec5-4e13-bcfd-4403c74db488,22.513651906062,22.5136519073658
105761,956,UNKNOWN NAME,PRIMARY,Asphalt,No,1.6,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overall poor surface,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1bca1015-27f3-44d8-8c50-f85276b8bd70,185.100755819524,185.10075581415
105762,958,UNKNOWN NAME,SECONDARY,Asphalt, ,1.6,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,minor heaves cracks-crusher dust covered,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,9b8b8dd8-9b2a-400c-aff0-24ff0994e2e3,10.5791447940355,10.5791447941139
105763,959,UNKNOWN NAME,SECONDARY,Asphalt, ,1.5,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,minor heaves/cracks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1b3f4e42-32d5-4015-b3f9-f111e1b1069f,191.136458204135,191.136458204637
105764,960,UNKNOWN NAME,PRIMARY,Asphalt,No,1.5,Yes,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,2m section exposed gravel,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,18435e3c-2165-437d-95dd-06f0226621f2,128.513315578895,128.513315578846
105765,961,UNKNOWN NAME, ,CRDS, ,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,some weed growth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,111541bf-25ab-49f9-9f83-d8edc5078d74,37.9619832976182,37.9619832998803
105766,962,UNKNOWN NAME, ,CRDS, ,1.7,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,lacks surf. material-exposed rocks,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,df721c64-83c1-4b87-afd8-942fd33edc8c,22.0943693784686,22.0943693801988
105767,963,UNKNOWN NAME, ,CRDS, ,1.8,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,sides overgrown-surf weeds over 70%,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,2f71293d-fa9b-4cdd-a763-00f0a0ba9b4f,235.628198699408,235.628198698912
105768,967,UNKNOWN NAME,TERIARY,Gravel, ,1.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,DECOMISSIONED,washouts- undefined-overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4a798e21-23d8-416e-97a9-b689d64a7abf,59.0409508667972,59.0409508694283
105769,968,UNKNOWN NAME,TERIARY,CRDS, ,1,No,,POOR,0,,No,Halifax Regional Municipality,HRM,INFORMAL CROSSING,width varies -leads to private park. lot,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,b10a5b8d-5763-4bd6-ae8d-983ceec62c37,6.89305535103434,6.89305535059606
105770,969,UNKNOWN NAME,TERIARY,Gravel, ,1.4,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,INFORMAL CROSSING,width varies-sides overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,8801648a-cd0b-4ccb-aa3e-f5b1345a5ade,38.3059997881885,38.3059997894649
105771,1040,UNKNOWN NAME, ,CRDS, ,2.1,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,areas of sides overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1b4ee421-1b44-4876-97c4-cde11b823609,332.125987806792,332.125987806024
105772,1043,UNKNOWN NAME, ,CRDS, ,1.7,No,,GOOD,0,,No, ,UN,OTHER,area under construction,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,d7cbca9c-969c-4bf1-9dfb-9b482b094c75,47.7927648069257,47.7927648054675
105773,1044,UNKNOWN NAME, ,Concrete, ,1.8,No,,GOOD,0,,No, ,UN,ACTIVE,area under construction,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a8cc4438-3446-49f2-b596-bfc0e0aa3e88,57.7524568283064,57.7524568267049
105774,1049,UNKNOWN NAME, ,OTHR, ,1.6,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,artificial wood chip-rubberized-2 playgr,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,caca3632-7f18-4475-9ccd-be4b3731fd49,43.8487153807049,43.8487153809084
105775,1051,UNKNOWN NAME,PRIMARY,CRDS,No,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,some parts overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,b86b3aa2-2dd0-4f70-bab7-18397c026cd6,94.2602157035069,94.2602157053025
105776,1052,UNKNOWN NAME,TERIARY,CRDS,No,1,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,dc6194e1-3b5d-4685-a86f-f44eab5ca6b6,71.6507675799573,71.6507675800028
105777,1053,UNKNOWN NAME,PRIMARY,CRDS,No,1.8,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f55b71c6-08c1-481a-b16c-7f01f1dfeddc,96.4560566567449,96.4560566577735
105778,1054,UNKNOWN NAME,SECONDARY,CRDS,No,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,65523270-551c-4369-87d6-29ceb52a17de,64.9597943890597,64.9597943891266
105779,1056,UNKNOWN NAME,SECONDARY,Asphalt,No,1.3,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,fb2ba18b-a837-49fa-b46c-fd6742ce9006,93.1956651409894,93.1956651422908
105780,1058,UNKNOWN NAME,SECONDARY,CRDS,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,89ccf5d0-c3b1-4520-80d4-57d39cdbf4bc,221.579083475077,221.579083475647
105781,1061,UNKNOWN NAME, ,CRDS,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f68a2cc8-3aa1-4161-a417-029b572df26b,22.0807436841047,22.0807436847047
105782,5090,UNKNOWN NAME,TERIARY,Natural,No,2,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,maintenance access,,2016-02-05T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,,,,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,ac99f9a2-f851-494a-8730-0ea2c9dbfdc0,19.0209380871856,19.0209380872981
105783,865,UNKNOWN NAME,PRIMARY,CRDS,No,1.5,No,,GOOD,2007,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,922cca47-d51f-4b98-b2cb-6a52e7fd9d9e,84.9174976775613,84.9174976786416
105784,4058,UNKNOWN NAME,,Asphalt,,2,No,,GOOD,2012,,No,Halifax Regional Municipality,HRM,ACTIVE,,2012-11-02T00:00:00.000Z,,,,RRRDTR,,,,,,,,,,,,,,,,,,,,1f826912-63b1-4671-83e9-4c564e1f0d7b,53.2584763112466,53.2584763127085
105785,4379,UNKNOWN NAME,,CRDS,No,,,,,,,,Halifax Regional Municipality,HRM,ACTIVE,CAPTURED FROM AERIAL,2012-12-12T00:00:00.000Z,,AIRPHOTO,,RRRDTR,,,,,,,,,,,,,,,,AIRPHOTO,,,,362bf49a-f6e4-405e-8374-3f7da6673480,264.734307392467,264.734307391496
105786,5034,MCCURDY WOODLOT INTERPRETIVE TRAILS,,,,,,,,,,,Provincial,UN,,,2013-04-16T00:00:00.000Z,,,,RRRDTR,,Yes,Yes,No,No,No,ALL,,,N,No,Yes,NS Trails,,Forest Nursery & Education Complex,DM,,,,2da8526d-6482-4e33-b5d4-ad69191a3dac,255.303094996766,255.303094998468
105787,866,UNKNOWN NAME,SECONDARY,CRDS,No,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,wood chip path,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a0cfa16b-d04a-4b45-b485-f8b5104af3db,246.347160474274,246.347160472423
105788,867,FRESHWATER TRAIL PARK WALKWAY,SECONDARY,CRDS,No,2,No,,GOOD,2007,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,ae6ffb19-aa01-48eb-9a51-d209e00d88b7,29.8419449665714,29.8419449671407
105789,869,PORTLAND LAKES AT GREENWAY,AT_GW _SEC,Asphalt,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail leads to school,,2016-02-05T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,5435c34b-6e3c-4852-b9af-8120a766dbae,97.4535500012823,97.4535500019442
105790,872,UNKNOWN NAME,SECONDARY,CRDS,No,1.8,No,,GOOD,2007,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,c631755a-e739-49ae-883c-f965c6bc2184,100.08183577232,100.081835773559
105791,996,UNKNOWN NAME,PRIMARY,Asphalt,No,1.6,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,61deeecd-de8b-4736-b538-6ace38e87edb,279.16641896729,279.16641896802
105792,997,UNKNOWN NAME,PRIMARY,Asphalt,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,ebbed85f-7464-46d1-a3f7-2d6b902f508c,98.7118558799651,98.7118558806261
105793,874,UNKNOWN NAME,SECONDARY,CRDS,No,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail ends atlake-under development,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,b888d9c0-c145-4cb5-b681-e1808f960bb4,69.120146164825,69.120146164089
105794,876,UNKNOWN NAME,PRIMARY,Asphalt,No,1.5,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,OTHER,trail leads to greenbelt-,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,06023076-bc70-4629-a622-8185bd08b3c9,49.9790514981657,49.979051499143
105795,877,UNKNOWN NAME,PRIMARY,CRDS,No,2.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail not maintained,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,aaa6e0fd-4097-405d-a254-6646c1027a3e,79.0420790577946,79.0420790596136
105796,878,UNKNOWN NAME,PRIMARY,Asphalt,No,1.7,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,OTHER,trail leads to greenbelt-no continuation,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,635b5441-89d3-4106-bbf7-d1ab1f40ebc7,38.869883172913,38.8698831730398
105797,887,UNKNOWN NAME,SECONDARY,CRDS,No,1.5,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail leads to playground,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,3356f641-2666-486c-b667-56a1db367161,33.56198566382,33.5619856658226
105798,4380,UNKNOWN NAME,,CRDS,No,1.52,,,GOOD,2013,,,Halifax Regional Municipality,HRM,ACTIVE,,2013-09-16T00:00:00.000Z,,PLAN,,,,Yes,Yes,,,,,,,,,,,,,,,,,9e467c01-fc66-433b-8521-c25177c157c7,79.4624269121308,79.4624269106008
105799,4381,UNKNOWN NAME,,CRDS,No,1.52,,,GOOD,2013,,,Halifax Regional Municipality,HRM,ACTIVE,,2013-09-16T00:00:00.000Z,,PLAN,,,,Yes,Yes,,,,,,,,,,,,,,,,,e1860027-7417-4edb-bece-d3942e665f58,122.72408209905,122.724082097574
105800,4382,UNKNOWN NAME,,CRDS,No,1.52,,,GOOD,2013,,,Halifax Regional Municipality,HRM,ACTIVE,,2013-09-16T00:00:00.000Z,,PLAN,,,,Yes,Yes,,,,,,,,,,,,,,,,,f02391f3-f101-4bff-8846-6d5d8aec2622,366.06609090954,366.066090909124
105801,4385,UNKNOWN NAME,,CRDS,No,1.52,,,GOOD,2013,,,Halifax Regional Municipality,HRM,ACTIVE,,2013-09-16T00:00:00.000Z,,PLAN,,,,Yes,Yes,,,,,,,,,,,,,,,,,750a5279-26fb-42ec-bb8f-db4a7ca331b4,426.98890044191,426.988900442665
105802,3324,SOUTH GRANITE RIDGE TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT, , , , , , ,1900-01-01T00:00:00.000Z,1900-01-01T00:00:00.000Z, , , ,DNR,, ,TRAILS_APR11,,,,12f2be52-8c55-4eb4-adf0-b5ca6e1d2c05,177.675539718385,177.675539720982
105803,3397,MUSQUODOBOIT TRAILWAYS AT GREENWAY,AT_GW,,,3,,,,,,,,,, ,,,,,RRRDTR,HRT, , , , , , ,2007-01-10T00:00:00.000Z,2007-01-10T00:00:00.000Z, , , ,HRTAT,, ,TRAILS_APR11,,,,cb286416-ff81-4bd7-844f-3da9477014fb,557.84761634212,557.847616343039
105804,1177,UNKNOWN NAME,SECONDARY,Gravel,No,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,overgroown with weeds-irregular width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,d5744bae-c724-43a9-8cc8-ef0ab908938f,26.1883893295855,26.1883893313504
105805,1266,UNKNOWN NAME,PRIMARY,Asphalt,No,2.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,5cc1a262-7f29-4bbf-bb2b-ce91cca3c323,77.5204043121548,77.5204043128099
105806,1267,UNKNOWN NAME,PRIMARY,Gravel,No,2,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4ef84f6f-891c-4a71-8e8d-7c7804ac497d,70.8656492640053,70.8656492635269
105807,1268,UNKNOWN NAME,SECONDARY,Gravel,No,2.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,8a8c7f75-a110-41d4-93f7-d1eebbb1a83d,59.0680457244419,59.068045723319
105808,1270,UNKNOWN NAME,SECONDARY,Asphalt,No,1.5,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,bb322de3-8830-4ba6-bba9-0b1d2fe859b5,13.3574382330207,13.3574382324487
105809,891,PORTLAND LAKES AT GREENWAY,AT_GW,OTHR,No,1.5,No,,GOOD,2009,,No,Halifax Regional Municipality,HRM,ACTIVE,Access Pebblecreel Cres-Water,,2016-02-05T00:00:00.000Z,,,,,,,,,,,,,,,Yes,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,,3e8f21f7-8cf5-40c7-bb8b-0099e2f925c4,203.592702654439,203.592702655298
105810,3602,NORTH GRANITE RIDGE TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT, , , , , , ,1900-01-01T00:00:00.000Z,1900-01-01T00:00:00.000Z, , , ,DNR,, ,TRAILS_APR11,,,,85b15c36-5768-4828-91d2-b2b627dab91b,12593.9338964903,12593.9338964955
105811,1436,Sackville Lakes AT Greenway,AT_GW,Gravel,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,2014-02-21T00:00:00.000Z,,,RRRDTR,,,,,,,,,2016-06-06T12:02:22.000Z,,,,DNR,,,TPW_TRAILS,,,,62f724bb-db96-4add-b2a9-1cc9e29ac4d1,246.932961937598,246.932961936344
105812,1461,Sackville Lakes AT Greenway,AT_GW,Gravel,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,2014-02-21T00:00:00.000Z,,,RRRDTR,,,,,,,,,2016-06-06T12:02:22.000Z,,,,DNR,,,TPW_TRAILS,,,,14cfb003-c347-4bf2-873e-ff152244d747,558.642222900461,558.642222900995
105813,1062,UNKNOWN NAME,TERIARY,Natural,No,0.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,e8f80cf5-a227-4365-8647-04b8a12fffb3,13.6583501468314,13.6583501481786
105814,1065,UNKNOWN NAME,SECONDARY,Asphalt,No,1,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,91e6658e-a1fa-4f5d-b84c-a8039e5de321,19.014898397714,19.0148983979498
105815,1068,UNKNOWN NAME,PRIMARY,Asphalt,No,2,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,3d33f7ff-e772-4f56-864e-ab9bbc04bee3,206.390242400482,206.390242400242
105816,1069,UNKNOWN NAME,PRIMARY,Asphalt,No,1.8,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,7c0c5798-7af8-45a1-b75c-0a977e3f7290,96.4374894396004,96.4374894400199
105817,1070,UNKNOWN NAME,PRIMARY,Asphalt,No,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,42ccfc7b-65be-42d3-b0de-315acbaa9a60,126.000489284013,126.000489284355
105818,1071,UNKNOWN NAME,TERIARY,Natural,No,0.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,5610e734-37b3-46b3-af50-15ecb5885ca8,69.5303657716937,69.530365773555
105819,1469,Sackville Lakes AT Greenway,AT_GW,Gravel,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,2014-02-21T00:00:00.000Z,,,RRRDTR,,,,,,,,,2016-06-06T12:02:22.000Z,,,,DNR,,,TPW_TRAILS,,,,9e33b795-f3a2-48f8-b5d3-59596de375e1,706.587933107027,706.587933104257
105820,3606,SOUTH GRANITE RIDGE TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT, , , , , , ,1900-01-01T00:00:00.000Z,1900-01-01T00:00:00.000Z, , , ,DNR,, ,TRAILS_APR11,,,,a7dbb970-f45f-493a-a476-7676add885ff,10885.4189501179,10885.4189501149
105821,1072,UNKNOWN NAME,TERIARY,Natural,No,0.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"sign at entrance,unkept foot path",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,482d26a1-1e77-41c4-b9af-70adffc26c56,250.483018095796,250.483018094678
105822,1073,UNKNOWN NAME,TERIARY,Natural,No,0.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,not maintained foot path,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,37fee4bb-0c61-4c67-a09d-e397623462e7,164.796215072706,164.796215073225
105823,1074,UNKNOWN NAME,TERIARY,Natural,No,0.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"not maintained,sign at entrance",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,c321dced-dff3-4e84-9dde-aa9cee69918a,74.4015365935653,74.4015365923356
105824,1076,UNKNOWN NAME,PRIMARY,Asphalt,No,2,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail heaved/damaged -badly overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,a94b7b46-fc53-45d8-86cf-3405c647cb8f,783.290685043008,783.290685045784
105825,907,UNKNOWN NAME,PRIMARY,Asphalt,No,2,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,cc01fabb-ea2f-499c-84ea-afed6393c392,89.5474055360509,89.5474055347535
105826,1232,UNKNOWN NAME,PRIMARY,Asphalt,No,2,No,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,broken/craked asphalt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,31091d95-7800-44bd-93a8-9c5ebf7ff0f6,29.2016863091469,29.2016863092606
105827,1233,UNKNOWN NAME,SECONDARY,Asphalt,No,1.5,Yes,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,heaved/cracked throughout,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4cd5cf48-482e-499b-8909-b3d60919d7f6,63.072563434466,63.0725634359421
105828,2507,UNKNOWN NAME, ,CRDS,No,2.5,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,c30f37af-e8d9-49f6-87c4-997968f20c1a,41.8503753326284,41.8503753333939
105829,2508,UNKNOWN NAME, ,Asphalt,No,2.5,Yes,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,68021f2c-2523-43dd-8a2b-92e62ea71007,8.25488021809381,8.2548802172555
105830,2509,UNKNOWN NAME, ,CRDS,No,2.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,several rough areas from atv and slope,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,4b8ab4c4-1b74-4eba-83f0-b964a57dca17,383.269907331206,383.269907330545
105831,2510,UNKNOWN NAME, ,CRDS,No,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,avg width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1964f83d-c49b-4009-9840-469b0206b364,398.338746384737,398.338746384019
105832,2513,UNKNOWN NAME, ,CRDS,No,3.1,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"minor washouts, evidence of atv use",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,f364e566-c4c8-43f8-ba4f-8dbe6c1e7aa5,556.261152799358,556.261152802812
105833,2654,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,02573374-a1a4-4a63-829f-2f235ccba959,34.6574760726066,34.6574760738914
105834,2957,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,d3528a7d-bdef-44d7-b986-cef4720df2bd,571.669414697916,571.669414697816
105835,2959,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,47ee255a-171e-41bc-a7ec-23b9910de37d,807.255960109681,807.255960109365
105836,2960,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,f0a6fa7a-7331-4644-9f9d-a74f2ca1dedd,10.1896944416241,10.1896944416241
105837,2955,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,ef4d7ae7-f6fe-49d8-8b51-2cdd7dac2171,52.0136771883296,52.0136771883368
105838,2970,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,89c59962-c9cf-4e40-b232-94ee5a3ceaa2,514.555683847415,514.555683849312
105839,2976,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,345d9ad0-4d3a-4a7b-817a-20f54d8677c9,134.398749478387,134.398749478029
105840,2977,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,0de2ac56-aec8-41df-a190-4aa77e0ea392,32.4138870256674,32.4138870247637
105841,2980,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,cbbe3a14-5724-45c4-9ee1-76dae7ee96e9,222.129200249827,222.129200250466
105842,2981,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,e3de36a9-9357-4ebb-9006-922e96d1d963,192.060981593244,192.060981592739
